emoji,hexcode,cleaned_description,cleaned_llm_description,openmoji_tags
🩻,1fa7b,xray image may used talk xrays medicine general,emoji represents xray medical imaging technique used visualize internal structure body often associated diagnosing injury illness,"bones, doctor, medical, skeleton"
🩼,1fa7c,basic crutch made metal rubber,emoji represents crutch support device used individual mobility issue temporary injury aid walking balance,"cane, disability, hurt, mobility aid, stick"
🪀,1fa80,round yoyo string coming appears various color design across platform occasionally star side,emoji represents yoyo popular toy recreational activity known circular motion stringwinding mechanism often used entertainment competition,"fluctuate, toy"
🪁,1fa81,kite usually diamondshaped tail emoji appears various color across platform,emoji represents kite lightweight colorful toy aircraft often flown child various culture symbolizing freedom playfulness outdoor activity,"fly, soar"
🪂,1fa82,open parachute floating air human steering platform feature ramair design,emoji represents parachute piece equipment used descending safely aircraft high place often associated skydiving adventure safety,"hang-glide, parasail, skydive"
🪃,1fa83,wooden boomerang bright color tip google twitter design show motion line illustrate path boomerang,emoji represents boomerang curved throwing tool used indigenous australian hunting sport symbolizes returning circular motion cultural significance traditional skill,"rebound, repercussion"
🪄,1fa84,wand sparkle magic coming end platform show classic magicianstyle magic wand thats black white tip,emoji represents magic wand symbol often used fantasy mythology associated magic spell enchantment,"magic, witch, wizard"
🪅,1fa85,colorful decorated container come many shape piata filled candy toy hit break open celebration cinco de mayo generally associated mexico,emoji represents piata colorful decorated container filled treat often broken open celebration especially childrens party hispanic latin american culture,"celebration, party"
🪆,1fa86,nesting doll also called matryoshka doll russian doll decorated bright color including red yellow blue green platform depict nesting doll open revealing smaller doll within base larger doll,emoji represents nesting doll also known matryoshka doll wooden doll fit one inside symbolizing family unity russian culture,"doll, nesting, russia"
🪇,1fa87,set maraca colorful motif painted,emoji represents maraca percussion instrument shaped like small drum bead seed inside often used music dance create rhythmic sound,"instrument, music, percussion, rattle, shake"
🪈,1fa88,simple yellow flute made bamboo plastic metal,emoji represents flute musical instrument known highpitched sound often associated music art creativity,"fife, music, pipe, recorder, woodwind"
🪐,1fa90,ringed planet appears various number ring tilt angle color across platform vaguely saturnlike orb proposed standalone planet emoji represent planet,emoji represents ringed planet saturn symbolizing celestial body space exploration beauty cosmos,"saturn, saturnine"
🪑,1fa91,simple wooden chair distinct seat generally depicted fixed plane train bus seat opposed chair moved,emoji represents chair common piece furniture used sitting providing support back spine often found home office public space,"seat, sit"
🪒,1fa92,safety razor depicted various color across platform previously shown straight razor microsoft whatsapp joypixels,emoji represents razor tool used shaving trimming hair often associated personal grooming cleanliness,"sharp, shave"
🪓,1fa93,axe wooden handle metal blade many platform blade red like fire axe,emoji represents axe tool used chopping splitting cutting often associated woodworking construction outdoor activity,"chop, hatchet, split, wood"
🪔,1fa94,lamp made brass clay displayed lit wick leading oil ghee commonly used hindu sikh jain zoroastrian religious festival diwali,emoji represents diya lamp traditional indian oil lamp used various religious cultural ceremony symbolizing light knowledge spiritual enlightenment,"diya, lamp, oil"
🪕,1fa95,banjo round body long neck used talk banjo music general,emoji represents banjo stringed musical instrument drumlike body commonly associated american folk music known unique sound cultural significance,"music, stringed"
🪖,1fa96,round military helmet chinstrap platform depict green helmet design featuring green camouflage pattern,emoji represents military helmet often associated protection strength armed force personnel,"army, helmet, military, soldier, warrior"
🪗,1fa97,red accordion keyboard one side button side bellow middle used talk accordion music music general,emoji represents accordion portable musical instrument handheld bellow folded metal wood key often used various music genre like folk jazz polka,"concertina, squeeze box"
🪘,1fa98,long drum tall body cylindrical hourglass shell used represent various drum found around world africa caribbean latin america asia,emoji represents long drum musical instrument used produce rhythmic sound often associated music celebration cultural event,"beat, conga, drum, rhythm"
🪙,1fa99,coin shown silver gold design varies platform google twitter showing classical building samsung showing number one similar st place medal design,emoji represents coin often used symbolize money trade value various context,"gold, metal, money, silver, treasure"
🪚,1fa9a,long silver saw wooden handle used represent construction carpentry renovation tool general,emoji represents carpentry saw tool used woodworker cut wood symbolizing craftsmanship construction diy project,"carpenter, lumber, saw, tool"
🪛,1fa9b,silver phillipshead slottedhead screwdriver colorful handle platform show red handle though apple design green handle,emoji represents screwdriver tool commonly used turning screw often associated diy project maintenance fixing thing,"screw, tool"
🪜,1fa9c,wooden ladder four five rung used represent ladder action climbing,emoji represents ladder structure consisting series bar step two upright length wood metal often used climbing reaching elevated place,"climb, rung, step"
🪝,1fa9d,gold silver hook used represent literal hook like kind use crochet catch fish,emoji represents hook curved metal object used hanging holding object often found various setting like kitchen garage workshop,"catch, crook, curve, ensnare, selling point"
🪞,1fa9e,mirror ornate gold silver frame shape style mirror varies platform platform,emoji represents mirror object used reflection selfexamination often symbolizing selfawareness identity introspection,"reflection, reflector, speculum"
🪟,1fa9f,square rectangular window glass pane platform show wooden frame two four panel,emoji represents window transparent translucent glass panel wall door allowing light air pas often used view access outside environment,"frame, fresh air, opening, transparent, view"
🪠,1faa0,toilet plunger wooden handle red flange cup used talk toilet clogged pipe,emoji represents plunger tool commonly used unclog drain toilet symbolizing cleaning problemsolving,"force cup, plumber, suction, toilet"
🪡,1faa1,,emoji represents sewing needle tool used sewing crafting symbolizing creativity craftsmanship art making thing hand,"embroidery, needle, sewing, stitches, sutures, tailoring"
🪢,1faa2,brightly colored rope forming knot knot type varies across platform design showing square knot figure eight knot carrick bend,emoji represents knot often used symbolically convey concept connection bond tying together various element,"rope, tangled, tie, twine, twist"
🪣,1faa3,blue green bucket pail used talk real metaphorical bucket,emoji represents bucket container often used carrying water sand material commonly associated construction gardening everyday task,"cask, pail, vat"
🪤,1faa4,trap used catch mouse rat unwanted rodent metaphorically used emoji form suggest kind trap entrapment style trap shown major platform box held high single stick,emoji represents mouse trap device used catch small animal like mouse often associated problemsolving cleverness,"bait, mousetrap, snare, trap"
🪥,1faa5,brightly colored plastic toothbrush white bristle used talk oral hygiene daily routine something fresh clean,emoji represents toothbrush tool used cleaning maintaining oral hygiene symbolizing personal care dental health,"bathroom, brush, clean, dental, hygiene, teeth"
🪦,1faa6,,emoji represents headstone often used symbolize mourning remembrance respect deceased various cultural context,"cemetery, grave, graveyard, tombstone"
🪧,1faa7,,emoji represents placard flat usually rectangular sign board often used advertising announcement displaying information,"demonstration, picket, protest, sign"
🪨,1faa8,large rock size small rock may considered boulder rock stone pebble piece dirt,emoji represents rock often used symbolize stability strength natural element well context rock music rock climbing,"boulder, heavy, solid, stone"
🪩,1faa9,mirror ball also called disco ball hanging sphere made bunch tiny mirror reflect spot light around room creating party atmosphere,emoji represents mirror ball often associated disco party celebration symbolizing fun entertainment reflection,"dance, disco, glitter, party"
🪪,1faaa,,emoji represents identification card often used display personal information name address identification number commonly found passport driver license official document,"credentials, id, license, security"
🪫,1faab,battery minimal amount power remaining indicated color red used show low power energy need plugged recharged,emoji represents low battery symbol indicating device battery running low need charging soon,"electronic, low energy"
🪬,1faac,,emoji represents hamsa also known hand fatima palmshaped symbol popular middle eastern north african culture symbolizing protection good luck spiritual blessing,"amulet, fatima, hand, mary, miriam, protection"
🪭,1faad,brightly colored folding hand fan used talk fan manual electric,emoji represents folding hand fan traditional accessory used cooling showing social status often found various culture event,"cooling, dance, fan, flutter, hot, shy"
🪮,1faae,hair pick handle several long teeth used style hair especially thick curly hair,emoji represents hair pick tool used remove tangle debris hair often associated grooming personal care,"afro, comb, hair, pick"
🪯,1faaf,khanda symbol sikhism,emoji represents khandha buddhist symbol symbolizes five aggregate skandhas component existence make individual experience life including form sensation perception mental formation consciousness,"religion, sikh"
🪰,1fab0,fly dark iridescent green body six leg two translucent wing platform eye red,emoji represents fly small insect often associated role pollination decomposition well common household pest,"disease, maggot, pest, rotting"
🪱,1fab1,pink brown worm platform realistic design though google samsung feature cartoony worm smiling sweetly,emoji represents worm long slender segmented invertebrate animal often found soil known role decomposition aerating ground,"annelid, earthworm, parasite"
🪲,1fab2,green brown beetle shown antenna six leg used talk beetle bug insect general,emoji represents beetle type insect known hard exoskeleton long antenna diverse specie considered pest others hold cultural economic significance,"bug, insect"
